,Date and Time,Trend Age,Inoculation Age,I: Air Act.,I: O2 Act.,I: CO2 Act.,I: TempV,I: TempJ,I: DOamp,I: pH,I: Level 1,I: Stirr Act.,I: Torque,I: Balance1,I: Vol. Pump A1,I: Vol. Pump A2,I: Vol. Pump A3,I: Vol. Pump A4,I: Vol. CO2 Act.,I: Vol. O2 Act.,I: Vol. Air Act.,SP Temperature,SP Oxygen,SP pH,SP Foam,SP Level,O: Air Setp.,O: O2 Setp.,O: CO2 Setp.,O: N2,O: Heat,O: Cool,O: PumpTh,O: Stirr Setp.,O: Pump A1,O: Pump A2,O: Pump A3,O: Pump A4,O: Headspace 
2786,2021-03-23 18:10:24,769.867,0,10.0182,27.2882,100.001,31.8,37.8,27.6959,7.25964,0,200,0.0692541,0,1308.86,30.6361,163.022,86.3235,139678.0,11645.4,59771.2,33,30,7,0,0,10,26.996,100,0,82.8,0.0,1,200,0.0,0,0,0,0
2787,2021-03-23 18:10:54,769.875,0,10.0481,25.8417,100.014,31.8,39.6,28.2753,7.25966,0,200,0.0693756,0,1308.86,30.6361,163.022,86.3235,139688.0,11648.1,59772.2,33,30,7,0,0,10,25.1231,100,0,80.1,0.0,1,200,0.0,0,0,0,0
2788,2021-03-23 18:11:24,769.883,0,10.0091,22.1386,99.8846,31.9,41.3,29.1951,7.25913,0,200,0.0694883,0,1308.86,30.6361,163.022,86.3235,139698.0,11650.5,59773.2,33,30,7,0,0,10,17.0838,100,0,77.55,0.0,1,200,0.0,0,0,0,0
2789,2021-03-23 18:11:54,769.892,0,10.029,17.0828,100.025,32.1,42.8,29.9664,7.25738,0,200,0.0690552,0,1308.86,30.6361,163.022,86.3235,139708.0,11652.3,59774.2,33,30,7,0,0,10,17.0838,100,0,75.45,0.0,1,200,0.0,0,0,0,0
2790,2021-03-23 18:12:24,769.9,0,10.0179,17.0802,100.0,32.5,44.2,30.7689,7.25551,0,200,0.0686778,0,1308.86,30.6361,163.022,86.3235,139718.0,11654.0,59775.2,33,30,7,0,0,10,17.0838,100,0,73.2,0.0,1,200,0.0,0,0,0,0
2791,2021-03-23 18:12:54,769.908,0,9.97374,9.83651,99.9853,32.8,45.5,31.477,7.2526,0,200,0.0689505,0,1308.86,30.6361,163.022,86.3235,139728.0,11655.4,59776.2,33,30,7,0,0,10,8.8802,100,0,71.25,0.0,1,200,0.0,0,0,0,0
2792,2021-03-23 18:13:24,769.917,0,9.99063,6.08364,99.9997,33.2,45.1,31.9747,7.24952,0,200,0.0690207,0,1308.86,30.6361,163.022,86.3235,139738.0,11656.2,59777.2,33,30,7,0,0,10,5.88162,100,0,0.0,72.3,1,200,0.0,0,0,0,0
2793,2021-03-23 18:13:54,769.925,0,9.99141,3.34806,99.8779,33.7,35.8,32.2861,7.24488,0,200,0.0687461,0,1308.86,30.6361,163.022,86.3235,139748.0,11656.7,59778.2,33,30,7,0,0,10,3.23737,100,0,0.0,62.8,1,200,0.0,0,0,0,0
2794,2021-03-23 18:14:24,769.933,0,9.98797,-0.0043429,100.007,34.0,33.0,32.4254,7.24203,0,200,0.068567,0,1308.86,30.6361,163.022,86.3235,139758.0,11656.9,59779.2,33,30,7,0,0,10,1.35443,100,0,0.0,59.9,1,200,0.0,0,0,0,0
2795,2021-03-23 18:14:54,769.942,0,9.99595,-0.0297285,100.004,34.1,30.9,32.255,7.24063,0,200,0.0687984,0,1308.86,30.6361,163.022,86.3235,139768.0,11656.9,59780.2,33,30,7,0,0,10,1.03356,100,0,0.0,58.0,1,200,0.0,0,0,0,0
2796,2021-03-23 18:15:24,769.95,0,9.94211,-0.016367,99.9805,34.0,29.1,31.8427,7.24064,0,200,0.0688424,0,1308.86,30.6361,163.022,86.3235,139778.0,11656.9,59781.2,33,30,7,0,0,10,2.07314,100,0,0.0,56.1,1,200,0.0,0,0,0,0
2797,2021-03-23 18:15:54,769.958,0,9.96951,4.00015,100.001,33.8,27.8,31.2139,7.24196,0,200,0.0688341,0,1308.86,30.6361,163.022,86.3235,139788.0,11657.1,59782.2,33,30,7,0,0,10,4.45504,100,0,0.0,54.8,1,200,0.0,0,0,0,0
2798,2021-03-23 18:16:24,769.967,0,9.98357,10.3473,100.037,33.5,26.5,30.571,7.24373,0,200,0.0681162,0,1308.86,30.6361,163.022,86.3235,139798.0,11657.8,59783.2,33,30,7,0,0,10,10.3503,100,0,0.0,53.5,1,200,0.0,0,0,0,0
2799,2021-03-23 18:16:54,769.975,0,10.0329,10.3285,100.034,33.1,25.6,29.9666,7.24709,0,200,0.0696118,0,1308.86,30.6361,163.022,86.3235,139808.0,11658.9,59784.2,33,30,7,0,0,10,10.3503,100,0,0.0,50.8473,1,200,0.0,0,0,0,0
2800,2021-03-23 18:17:24,769.983,0,9.98737,10.3691,100.047,32.7,26.5,29.153,7.25021,0,200,0.0688111,0,1308.86,30.6361,163.022,86.3235,139818.0,11659.9,59785.2,33,30,7,0,0,10,10.3503,100,0,99.75,0.0,1,200,0.0,0,0,0,0
2801,2021-03-23 18:17:54,769.992,0,10.0315,18.6517,99.989,32.4,30.7,28.3219,7.25318,0,200,0.068943,0,1308.86,30.6361,163.022,86.3235,139828.0,11661.4,59786.2,33,30,7,0,0,10,18.972,100,0,93.45,0.0,1,200,0.0,0,0,0,0
2802,2021-03-23 18:18:24,770.0,0,10.0258,21.808,100.017,32.0,33.2,27.8813,7.25598,0,200,0.0691147,0,1308.86,30.6361,163.022,86.3235,139838.0,11663.4,59787.2,33,30,7,0,0,10,22.5088,100,0,89.7,0.0,1,200,0.0,0,0,0,0
2803,2021-03-23 18:18:54,770.008,0,10.0148,24.7976,99.9069,31.9,35.3,27.5372,7.25763,0,200,0.0688464,0,1308.86,30.6361,163.022,86.3235,139848.0,11665.7,59788.2,33,30,7,0,0,10,25.3825,100,0,86.55,0.0,1,200,0.0,0,0,0,0
2804,2021-03-23 18:19:24,770.017,0,9.99223,26.5417,100.005,31.8,37.3,27.5668,7.2585,0,200,0.0690646,0,1308.86,30.6361,163.022,86.3235,139858.0,11668.3,59789.2,33,30,7,0,0,10,26.1416,100,0,83.55,0.0,1,200,0.0,0,0,0,0
2805,2021-03-23 18:19:54,770.025,0,9.97086,25.9509,99.9369,31.9,39.1,27.9169,7.2588,0,200,0.0706001,0,1308.86,30.6361,163.022,86.3235,139868.0,11670.9,59790.2,33,30,7,0,0,10,25.8475,100,0,81.0,0.0,1,200,0.0,0,0,0,0
2806,2021-03-23 18:20:24,770.033,0,9.97668,23.8009,100.048,31.9,40.8,28.5687,7.25795,0,200,0.0696923,0,1308.86,30.6361,163.022,86.3235,139878.0,11673.5,59791.2,33,30,7,0,0,10,23.4725,100,0,78.15,0.0,1,200,0.0,0,0,0,0
2807,2021-03-23 18:20:54,770.042,0,9.99006,22.0456,99.9934,32.2,42.4,29.1921,7.25678,0,200,0.068638,0,1308.86,30.6361,163.022,86.3235,139888.0,11675.8,59792.2,33,30,7,0,0,10,16.7783,100,0,75.9,0.0,1,200,0.0,0,0,0,0
2808,2021-03-23 18:21:24,770.05,0,9.93429,16.7756,99.9971,32.5,43.9,29.7803,7.25428,0,200,0.069177,0,1308.86,30.6361,163.022,86.3235,139898.0,11677.5,59793.2,33,30,7,0,0,10,16.7783,100,0,73.65,0.0,1,200,0.0,0,0,0,0
2809,2021-03-23 18:21:54,770.058,0,10.0009,16.7575,99.9887,32.7,45.3,30.5443,7.25207,0,200,0.0691243,0,1308.86,30.6361,163.022,86.3235,139908.0,11679.1,59794.2,33,30,7,0,0,10,16.7783,100,0,71.55,0.0,1,200,0.0,0,0,0,0
2810,2021-03-23 18:22:24,770.067,0,9.94892,11.507,99.9907,33.2,44.8,31.0928,7.2492,0,200,0.069245,0,1308.86,30.6361,163.022,86.3235,139918.0,11680.8,59795.2,33,30,7,0,0,10,11.2474,100,0,0.0,71.9,1,200,0.0,0,0,0,0
2811,2021-03-23 18:22:54,770.075,0,10.0036,9.58216,100.006,33.7,35.7,31.4107,7.24542,0,200,0.068906,0,1308.86,30.6361,163.022,86.3235,139928.0,11681.8,59796.2,33,30,7,0,0,10,9.02874,100,0,0.0,62.7,1,200,0.0,0,0,0,0
2812,2021-03-23 18:23:24,770.083,0,10.0072,7.74252,99.9955,34.0,33.0,31.5187,7.2419,0,200,0.0694991,0,1308.86,30.6361,163.022,86.3235,139938.0,11682.7,59797.2,33,30,7,0,0,10,7.74115,100,0,0.0,60.0,1,200,0.0,0,0,0,0
2813,2021-03-23 18:23:54,770.092,0,10.038,7.40785,99.9565,34.0,30.8,31.3905,7.24109,0,200,0.0680784,0,1308.86,30.6361,163.022,86.3235,139948.0,11683.4,59798.2,33,30,7,0,0,10,8.00429,100,0,0.0,57.8,1,200,0.0,0,0,0,0
2814,2021-03-23 18:24:24,770.1,0,10.0355,8.76402,100.002,33.9,28.9,30.942,7.24126,0,200,0.0694826,0,1308.86,30.6361,163.022,86.3235,139958.0,11684.3,59799.2,33,30,7,0,0,10,9.02263,100,0,0.0,56.0,1,200,0.0,0,0,0,0
2815,2021-03-23 18:24:54,770.108,0,9.99968,14.0969,100.035,33.7,27.5,30.4444,7.2426,0,200,0.0700299,0,1308.86,30.6361,163.022,86.3235,139968.0,11685.7,59800.2,33,30,7,0,0,10,14.0971,100,0,0.0,54.5,1,200,0.0,0,0,0,0
2816,2021-03-23 18:25:24,770.117,0,10.0189,14.1076,99.9361,33.4,26.4,29.8182,7.24503,0,200,0.068621,0,1308.86,30.6361,163.022,86.3235,139978.0,11687.1,59801.2,33,30,7,0,0,10,14.0971,100,0,0.0,53.4,1,200,0.0,0,0,0,0
2817,2021-03-23 18:25:54,770.125,0,9.99423,14.0968,100.01,33.0,25.6,29.1763,7.24761,0,200,0.0697752,0,1308.86,30.6361,163.022,86.3235,139988.0,11688.5,59802.2,33,30,7,0,0,10,14.0971,100,0,0.0,51.4474,1,200,0.0,0,0,0,0
2818,2021-03-23 18:26:24,770.133,0,10.0021,19.9984,100.005,32.7,26.4,28.7753,7.25012,0,200,0.0694432,0,1308.86,30.6361,163.022,86.3235,139998.0,11690.0,59803.2,33,30,7,0,0,10,20.489,100,0,99.9,0.0,1,200,0.0,0,0,0,0
2819,2021-03-23 18:26:54,770.142,0,9.99888,22.1824,99.9943,32.3,30.6,28.4137,7.25383,0,200,0.069218,0,1308.86,30.6361,163.022,86.3235,140008.0,11692.1,59804.2,33,30,7,0,0,10,23.0163,100,0,93.6,0.0,1,200,0.0,0,0,0,0
2820,2021-03-23 18:27:24,770.15,0,10.037,24.0852,99.9957,32.0,32.9,28.2583,7.25617,0,200,0.0690978,0,1308.86,30.6361,163.022,86.3235,140018.0,11694.4,59805.2,33,30,7,0,0,10,24.6298,100,0,90.15,0.0,1,200,0.0,0,0,0,0
2821,2021-03-23 18:27:54,770.158,0,10.0011,25.0513,100.039,31.8,35.2,28.3164,7.2583,0,200,0.0692505,0,1308.86,30.6361,163.022,86.3235,140028.0,11696.9,59806.2,33,30,7,0,0,10,25.1815,100,0,86.7,0.0,1,200,0.0,0,0,0,0
2822,2021-03-23 18:28:24,770.167,0,10.0027,24.156,100.039,31.8,37.4,28.7283,7.25906,0,200,0.0690158,0,1308.86,30.6361,163.022,86.3235,140038.0,11699.4,59807.2,33,30,7,0,0,10,23.8525,100,0,83.4,0.0,1,200,0.0,0,0,0,0
2823,2021-03-23 18:28:54,770.175,0,9.97347,17.781,100.015,31.8,39.0,29.3538,7.2593,0,200,0.0695657,0,1308.86,30.6361,163.022,86.3235,140048.0,11701.6,59808.2,33,30,7,0,0,10,17.782,100,0,81.0,0.0,1,200,0.0,0,0,0,0
2824,2021-03-23 18:29:24,770.183,0,10.023,17.8062,100.015,31.9,40.7,29.931,7.25828,0,200,0.0692016,0,1308.86,30.6361,163.022,86.3235,140058.0,11703.3,59809.2,33,30,7,0,0,10,17.782,100,0,78.45,0.0,1,200,0.0,0,0,0,0
2825,2021-03-23 18:29:54,770.192,0,9.97526,17.7674,99.9845,32.1,42.4,30.5925,7.25733,0,200,0.0683671,0,1308.86,30.6361,163.022,86.3235,140068.0,11705.1,59810.2,33,30,7,0,0,10,17.782,100,0,75.9,0.0,1,200,0.0,0,0,0,0
2826,2021-03-23 18:30:24,770.2,0,10.021,11.843,99.997,32.4,43.9,31.2784,7.25528,0,200,0.069553,0,1308.86,30.6361,163.022,86.3235,140078.0,11706.7,59811.2,33,30,7,0,0,10,11.1365,100,0,73.8,0.0,1,200,0.0,0,0,0,0
2827,2021-03-23 18:30:54,770.208,0,9.94467,8.60445,99.9982,32.7,45.2,31.8631,7.25264,0,200,0.0699549,0,1308.86,30.6361,163.022,86.3235,140088.0,11707.7,59812.2,33,30,7,0,0,10,7.41868,100,0,71.7,0.0,1,200,0.0,0,0,0,0
2828,2021-03-23 18:31:24,770.217,0,9.99735,4.84903,99.8979,33.1,46.2,32.3333,7.24933,0,200,0.0692382,0,1308.86,30.6361,163.022,86.3235,140098.0,11708.4,59813.2,33,30,7,0,0,10,3.99765,100,0,0.0,0.0,0,200,0.0,0,0,0,0
2829,2021-03-23 18:31:54,770.225,0,9.98912,-0.0012794,99.9907,33.6,36.9,32.6724,7.24696,0,200,0.0691188,0,1308.86,30.6361,163.022,86.3235,140108.0,11708.6,59814.2,33,30,7,0,0,10,1.44463,100,0,0.0,63.9,1,200,0.0,0,0,0,0
2830,2021-03-23 18:32:24,770.233,0,9.98757,-0.00721147,100.002,34.0,34.1,32.6175,7.24382,0,200,0.068911,0,1308.86,30.6361,163.022,86.3235,140118.0,11708.6,59815.2,33,30,7,0,0,10,0.0876105,100,0,0.0,61.1,1,200,0.0,0,0,0,0
2831,2021-03-23 18:32:54,770.242,0,10.0055,-0.0131754,100.035,34.2,31.6,32.2903,7.24141,0,200,0.0682578,0,1308.86,30.6361,163.022,86.3235,140128.0,11708.6,59816.2,33,30,7,0,0,10,0.64949,100,0,0.0,58.6,1,200,0.0,0,0,0,0
2832,2021-03-23 18:33:24,770.25,0,10.0346,-0.0250644,100.011,34.1,29.6,31.8156,7.24117,0,200,0.0684835,0,1308.86,30.6361,163.022,86.3235,140138.0,11708.6,59817.2,33,30,7,0,0,10,1.98235,100,0,0.0,56.6,1,200,0.0,0,0,0,0
2833,2021-03-23 18:33:54,770.258,0,9.97556,3.63968,99.9965,33.9,28.1,31.1345,7.24175,0,200,0.0685952,0,1308.86,30.6361,163.022,86.3235,140148.0,11708.8,59818.2,33,30,7,0,0,10,4.64309,100,0,0.0,55.2,1,200,0.0,0,0,0,0
2834,2021-03-23 18:34:24,770.267,0,9.98145,10.1862,100.014,33.6,26.9,30.4963,7.24373,0,200,0.0692393,0,1308.86,30.6361,163.022,86.3235,140158.0,11709.6,59819.2,33,30,7,0,0,10,10.1924,100,0,0.0,53.9,1,200,0.0,0,0,0,0
2835,2021-03-23 18:34:54,770.275,0,9.99901,10.2037,100.017,33.3,25.9,29.575,7.24708,0,200,0.0681492,0,1308.86,30.6361,163.022,86.3235,140168.0,11710.6,59820.2,33,30,7,0,0,10,10.1924,100,0,0.0,52.9,1,200,0.0,0,0,0,0
2836,2021-03-23 18:35:24,770.283,0,9.98724,16.6076,99.9681,32.9,25.2,28.5826,7.2493,0,200,0.0686179,0,1308.86,30.6361,163.022,86.3235,140178.0,11711.8,59821.2,33,30,7,0,0,10,17.5681,100,0,0.0,0.0,0,200,0.0,0,0,0,0
2837,2021-03-23 18:35:54,770.292,0,10.0395,22.6016,99.9979,32.6,27.2,27.7028,7.25275,0,200,0.0686047,0,1308.86,30.6361,163.022,86.3235,140188.0,11713.7,59822.2,33,30,7,0,0,10,22.9075,100,0,98.7,0.0,1,200,0.0,0,0,0,0
2838,2021-03-23 18:36:24,770.3,0,9.99476,26.5155,99.9995,32.2,31.3,27.0571,7.25562,0,200,0.0688823,0,1308.86,30.6361,163.022,86.3235,140198.0,11716.1,59823.2,33,30,7,0,0,10,27.464,100,0,92.55,0.0,1,200,0.0,0,0,0,0
2839,2021-03-23 18:36:54,770.308,0,10.0028,29.4081,99.9884,31.9,33.7,26.8596,7.25865,0,200,0.0686366,0,1308.86,30.6361,163.022,86.3235,140208.0,11718.9,59824.2,33,30,7,0,0,10,29.9725,100,0,89.1,0.0,1,200,0.0,0,0,0,0
2840,2021-03-23 18:37:24,770.317,0,9.99815,30.5575,100.006,31.8,35.8,27.1333,7.26018,0,200,0.0690483,0,1308.86,30.6361,163.022,86.3235,140218.0,11721.9,59825.2,33,30,7,0,0,10,30.3254,100,0,85.8,0.0,1,200,0.0,0,0,0,0
2841,2021-03-23 18:37:54,770.325,0,10.047,29.0348,99.9025,31.7,37.7,27.7023,7.26084,0,200,0.0687577,0,1308.86,30.6361,163.022,86.3235,140228.0,11724.9,59826.2,33,30,7,0,0,10,28.6145,100,0,82.95,0.0,1,200,0.0,0,0,0,0
2842,2021-03-23 18:38:24,770.333,0,10.0089,25.9574,100.013,31.8,39.5,28.5356,7.26099,0,200,0.069528,0,1308.86,30.6361,163.022,86.3235,140238.0,11727.7,59827.2,33,30,7,0,0,10,25.4044,100,0,80.25,0.0,1,200,0.0,0,0,0,0
2843,2021-03-23 18:38:54,770.342,0,9.98919,18.4061,100.032,31.9,41.4,29.5361,7.26006,0,200,0.0693083,0,1308.86,30.6361,163.022,86.3235,140248.0,11730.0,59828.2,33,30,7,0,0,10,18.4034,100,0,77.4,0.0,1,200,0.0,0,0,0,0
2844,2021-03-23 18:39:24,770.35,0,9.99552,18.4019,100.004,32.1,42.8,30.4511,7.25904,0,200,0.0692259,0,1308.86,30.6361,163.022,86.3235,140258.0,11731.9,59829.2,33,30,7,0,0,10,18.4034,100,0,75.3,0.0,1,200,0.0,0,0,0,0
2845,2021-03-23 18:39:54,770.358,0,9.97634,13.0358,99.9941,32.4,44.2,31.2323,7.25641,0,200,0.0697986,0,1308.86,30.6361,163.022,86.3235,140268.0,11733.6,59830.2,33,30,7,0,0,10,11.6518,100,0,73.2,0.0,1,200,0.0,0,0,0,0
2846,2021-03-23 18:40:24,770.367,0,10.0006,7.81123,100.008,32.7,45.6,32.1693,7.25383,0,200,0.0691575,0,1308.86,30.6361,163.022,86.3235,140278.0,11734.7,59831.2,33,30,7,0,0,10,6.50892,100,0,71.1,0.0,1,200,0.0,0,0,0,0
2847,2021-03-23 18:40:54,770.375,0,9.96592,3.07442,99.9575,33.2,45.5,32.6629,7.2499,0,200,0.0682305,0,1308.86,30.6361,163.022,86.3235,140288.0,11735.2,59832.2,33,30,7,0,0,10,2.82032,100,0,0.0,72.6,1,200,0.0,0,0,0,0
2848,2021-03-23 18:41:24,770.383,0,9.99631,-0.00550846,99.9759,33.7,36.1,33.0569,7.24604,0,200,0.0690303,0,1308.86,30.6361,163.022,86.3235,140298.0,11735.3,59833.2,33,30,7,0,0,10,0.0,100,0,0.0,63.1,1,200,0.0,0,0,0,0
2849,2021-03-23 18:41:54,770.392,0,10.033,-0.0115169,99.9954,34.0,33.0,33.215,7.24304,0,200,0.0687342,0,1308.86,30.6361,163.022,86.3235,140308.0,11735.3,59834.2,33,30,7,0,0,10,0.0,100,0,0.0,60.0,1,200,0.0,0,0,0,0
2850,2021-03-23 18:42:24,770.4,0,9.98919,-0.0270818,99.8619,34.1,31.0,33.036,7.24222,0,200,0.0690921,0,1308.86,30.6361,163.022,86.3235,140318.0,11735.3,59835.2,33,30,7,0,0,10,0.035913,100,0,0.0,58.0,1,200,0.0,0,0,0,0
2851,2021-03-23 18:42:54,770.408,0,10.0304,-0.0328532,99.9924,34.0,29.1,32.6789,7.24193,0,200,0.0683839,0,1308.86,30.6361,163.022,86.3235,140328.0,11735.3,59836.2,33,30,7,0,0,10,0.455641,100,0,0.0,56.1,1,200,0.0,0,0,0,0
2852,2021-03-23 18:43:24,770.417,0,10.0511,-0.018481,99.9971,33.8,27.7,32.1044,7.24303,0,200,0.0686905,0,1308.86,30.6361,163.022,86.3235,140338.0,11735.3,59837.2,33,30,7,0,0,10,2.13346,100,0,0.0,54.7,1,200,0.0,0,0,0,0
2853,2021-03-23 18:43:54,770.425,0,9.99329,4.2011,99.9897,33.5,26.5,31.4987,7.245,0,200,0.069007,0,1308.86,30.6361,163.022,86.3235,140348.0,11735.5,59838.2,33,30,7,0,0,10,4.26594,100,0,0.0,53.5,1,200,0.0,0,0,0,0
2854,2021-03-23 18:44:24,770.433,0,9.97488,11.3787,99.9412,33.1,25.6,30.7721,7.24816,0,200,0.0689776,0,1308.86,30.6361,163.022,86.3235,140358.0,11736.1,59839.2,33,30,7,0,0,10,11.3946,100,0,0.0,52.6,1,200,0.0,0,0,0,0
2855,2021-03-23 18:44:54,770.442,0,9.99318,11.4041,100.009,32.7,26.5,29.9235,7.25103,0,200,0.0676775,0,1308.86,30.6361,163.022,86.3235,140368.0,11737.2,59840.2,33,30,7,0,0,10,11.3946,100,0,99.75,0.0,1,200,0.0,0,0,0,0
2856,2021-03-23 18:45:24,770.45,0,10.0175,11.4074,100.022,32.4,30.6,28.9401,7.25412,0,200,0.0692459,0,1308.86,30.6361,163.022,86.3235,140378.0,11738.4,59841.2,33,30,7,0,0,10,11.3979,100,0,93.6,0.0,1,200,0.0,0,0,0,0
2857,2021-03-23 18:45:54,770.458,0,9.99416,19.74,100.051,32.0,33.2,28.2956,7.25664,0,200,0.0684813,0,1308.86,30.6361,163.022,86.3235,140388.0,11740.1,59842.2,33,30,7,0,0,10,20.9473,100,0,89.85,0.0,1,200,0.0,0,0,0,0
2858,2021-03-23 18:46:24,770.467,0,10.0149,23.6468,100.003,31.9,35.3,27.7606,7.25838,0,200,0.0686473,0,1308.86,30.6361,163.022,86.3235,140398.0,11742.2,59843.2,33,30,7,0,0,10,24.2868,100,0,86.55,0.0,1,200,0.0,0,0,0,0
2859,2021-03-23 18:46:54,770.475,0,9.99153,25.6794,99.9905,31.8,37.4,27.6823,7.25938,0,200,0.0685961,0,1308.86,30.6361,163.022,86.3235,140408.0,11744.7,59844.2,33,30,7,0,0,10,25.8313,100,0,83.4,0.0,1,200,0.0,0,0,0,0
2860,2021-03-23 18:47:24,770.483,0,9.98651,25.8449,99.9268,31.9,39.2,27.9733,7.25986,0,200,0.0690629,0,1308.86,30.6361,163.022,86.3235,140418.0,11747.3,59845.2,33,30,7,0,0,10,25.4766,100,0,80.7,0.0,1,200,0.0,0,0,0,0
2861,2021-03-23 18:47:54,770.492,0,9.99742,23.8175,99.9958,32.0,40.9,28.5936,7.25922,0,200,0.0687867,0,1308.86,30.6361,163.022,86.3235,140428.0,11749.8,59846.2,33,30,7,0,0,10,23.2384,100,0,78.15,0.0,1,200,0.0,0,0,0,0
2862,2021-03-23 18:48:24,770.5,0,10.0371,16.5936,100.0,32.2,42.4,29.2753,7.25781,0,200,0.0683279,0,1308.86,30.6361,163.022,86.3235,140438.0,11752.0,59847.2,33,30,7,0,0,10,16.5851,100,0,75.9,0.0,1,200,0.0,0,0,0,0
2863,2021-03-23 18:48:54,770.508,0,9.98313,16.618,100.014,32.5,43.9,29.9031,7.25574,0,200,0.0679062,0,1308.86,30.6361,163.022,86.3235,140448.0,11753.7,59848.2,33,30,7,0,0,10,16.5851,100,0,73.65,0.0,1,200,0.0,0,0,0,0
2864,2021-03-23 18:49:24,770.517,0,9.99083,16.5754,99.9944,32.7,45.4,30.6795,7.25313,0,200,0.0691722,0,1308.86,30.6361,163.022,86.3235,140458.0,11755.3,59849.2,33,30,7,0,0,10,16.5851,100,0,71.4,0.0,1,200,0.0,0,0,0,0
2865,2021-03-23 18:49:54,770.525,0,10.027,10.4498,100.012,33.2,44.7,31.261,7.25028,0,200,0.0688411,0,1308.86,30.6361,163.022,86.3235,140468.0,11756.9,59850.2,33,30,7,0,0,10,9.9581,100,0,0.0,72.0,1,200,0.0,0,0,0,0
2866,2021-03-23 18:50:24,770.533,0,9.96873,7.26466,100.01,33.7,35.8,31.7554,7.24608,0,200,0.0688212,0,1308.86,30.6361,163.022,86.3235,140478.0,11757.8,59851.2,33,30,7,0,0,10,7.1032,100,0,0.0,62.8,1,200,0.0,0,0,0,0
2867,2021-03-23 18:50:54,770.542,0,9.99002,5.08301,99.9768,34.0,32.9,31.9304,7.24318,0,200,0.0681057,0,1308.86,30.6361,163.022,86.3235,140488.0,11758.4,59852.2,33,30,7,0,0,10,4.91339,100,0,0.0,59.9,1,200,0.0,0,0,0,0
2868,2021-03-23 18:51:24,770.55,0,9.99579,3.98838,100.024,34.1,30.8,31.9128,7.2424,0,200,0.069449,0,1308.86,30.6361,163.022,86.3235,140498.0,11758.8,59853.2,33,30,7,0,0,10,4.40789,100,0,0.0,57.8,1,200,0.0,0,0,0,0
2869,2021-03-23 18:51:54,770.558,0,10.0029,5.08682,100.001,34.0,28.9,31.527,7.24295,0,200,0.0685663,0,1308.86,30.6361,163.022,86.3235,140508.0,11759.3,59854.2,33,30,7,0,0,10,5.10266,100,0,0.0,55.9,1,200,0.0,0,0,0,0
2870,2021-03-23 18:52:24,770.567,0,10.0395,6.01803,99.9062,33.7,27.5,31.1297,7.24389,0,200,0.0684564,0,1308.86,30.6361,163.022,86.3235,140518.0,11759.8,59855.2,33,30,7,0,0,10,6.42128,100,0,0.0,54.5,1,200,0.0,0,0,0,0
2871,2021-03-23 18:52:54,770.575,0,9.99958,11.9503,100.002,33.4,26.4,30.501,7.24583,0,200,0.0690369,0,1308.86,30.6361,163.022,86.3235,140528.0,11760.8,59856.2,33,30,7,0,0,10,11.9776,100,0,0.0,53.4,1,200,0.0,0,0,0,0
2872,2021-03-23 18:53:24,770.583,0,9.95465,11.9651,99.9949,33.1,25.5,29.8931,7.24936,0,200,0.0684745,0,1308.86,30.6361,163.022,86.3235,140538.0,11762.0,59857.2,33,30,7,0,0,10,11.9776,100,0,0.0,1.44645,1,200,0.0,0,0,0,0
2873,,770.592,0,9.98924,11.9746,100.012,32.7,26.4,29.2959,7.25155,0,200,0.0687175,0,1308.86,30.6361,163.022,86.3235,140548.0,11763.2,59858.2,33,30,7,0,0,10,11.9776,100,0,99.9,0.0,1,200,0.0,0,0,0,0
2874,2021-03-23 18:54:24,770.6,0,10.0068,17.7173,100.003,32.3,30.5,28.8065,7.25444,0,200,0.0700501,0,1308.86,30.6361,163.022,86.3235,140558.0,11764.6,59859.2,33,30,7,0,0,10,18.236,100,0,93.75,0.0,1,200,0.0,0,0,0,0
2875,2021-03-23 18:54:54,770.608,0,10.0276,19.6033,100.013,32.0,33.1,28.5718,7.25777,0,200,0.0680718,0,1308.86,30.6361,163.022,86.3235,140568.0,11766.5,59860.2,33,30,7,0,0,10,19.8298,100,0,89.85,0.0,1,200,0.0,0,0,0,0
2876,2021-03-23 18:55:24,770.617,0,10.0343,21.3925,99.8942,31.8,35.3,28.4795,7.25971,0,200,0.0690301,0,1308.86,30.6361,163.022,86.3235,140578.0,11768.6,59861.2,33,30,7,0,0,10,21.3045,100,0,86.55,0.0,1,200,0.0,0,0,0,0
2877,2021-03-23 18:55:54,770.625,0,10.0008,21.5828,99.9898,31.8,37.3,28.5968,7.26001,0,200,0.0696072,0,1308.86,30.6361,163.022,86.3235,140588.0,11770.7,59862.2,33,30,7,0,0,10,21.1226,100,0,83.55,0.0,1,200,0.0,0,0,0,0
2878,2021-03-23 18:56:24,770.633,0,10.002,20.3888,100.011,31.8,39.0,29.0398,7.26052,0,200,0.068883,0,1308.86,30.6361,163.022,86.3235,140598.0,11772.8,59863.2,33,30,7,0,0,10,15.0559,100,0,81.0,0.0,1,200,0.0,0,0,0,0
2879,2021-03-23 18:56:54,770.642,0,10.0045,15.0311,99.8983,31.9,41.0,29.5235,7.2597,0,200,0.0693262,0,1308.86,30.6361,163.022,86.3235,140608.0,11774.5,59864.2,33,30,7,0,0,10,15.0559,100,0,78.0,0.0,1,200,0.0,0,0,0,0
