Date and Time;Trend Age;Inoculation Age;I: Air Act.;I: O2 Act.;I: CO2 Act.;I: TempV;I: TempJ;I: DOamp;I: pH;I: Level 1;I: Stirr Act.;I: Torque;I: Balance1;I: Vol. Pump A1;I: Vol. Pump A2;I: Vol. Pump A3;I: Vol. Pump A4;I: Vol. CO2 Act.;I: Vol. O2 Act.;I: Vol. Air Act.;SP Temperature;SP Oxygen;SP pH;SP Foam;SP Level;O: Air Setp.;O: O2 Setp.;O: CO2 Setp.;O: N2;O: Heat;O: Cool;O: PumpTh;O: Stirr Setp.;O: Pump A1;O: Pump A2;O: Pump A3;O: Pump A4;O: Headspace 
Thu Apr 15 20:27:52 2021;51;0;10.0053;-0.0351443;-0.611687;37;38.7;69.8991;7.03458;0;190;0.136635;0;0;0;0;13.6407;888.225;2.1746e-06;3466.94;37;30;7;0;0;10;0;0;0;4.02805;0;1;190;0;0;0;0;0
Thu Apr 15 20:57:52 2021;51.5;0;10.0018;-0.00107219;34.3664;37;38.7;69.9976;7.05142;0;190;0.138862;0;0;0;0;13.6407;904.086;2.1746e-06;3526.94;37;30;7;0;0;10;0;35.5924;0;4.0378;0;1;190;0;0;0;0;0
Thu Apr 15 21:27:52 2021;52;0;10.0293;-0.00568456;-0.595725;37;38.8;70.4223;7.04108;0;190;0.138409;0;0;0;0;13.6407;914.118;2.42803e-06;3586.93;37;30;7;0;0;10;0;0;0;3.95751;0;1;190;0;0;0;0;0
Thu Apr 15 21:57:52 2021;52.5;0;9.99478;-0.00734331;-0.579358;37;38.7;68.3148;7.0307;0;190;0.135524;0;0;0;0;13.6407;931.927;2.79898e-06;3646.91;37;30;7;0;0;10;0;0;0;4.13562;0;1;190;0;0;0;0;0
Thu Apr 15 22:27:52 2021;53;0;9.99319;-0.00695648;-0.596551;37;38.7;68.6662;7.04456;0;190;0.135415;0;0;0;0;13.6407;940.964;3.61283e-06;3706.91;37;30;7;0;0;10;0;0;0;4.16148;0;1;190;0;0;0;0;0
Thu Apr 15 22:57:52 2021;53.5;0;9.99946;-0.00261284;-0.586863;37;38.8;68.9506;7.03028;0;190;0.136551;0;0;0;0;13.6407;958.677;6.00686e-06;3766.91;37;30;7;0;0;10;0;0;0;4.15653;0;1;190;0;0;0;0;0
Thu Apr 15 23:27:52 2021;54;0;10.0269;-0.000548469;-0.582093;37;38.8;67.2084;7.04909;0;190;0.123349;0;0;0;0;13.6407;967.114;7.53678e-06;3826.89;37;30;7;0;0;10;0;0;0;4.16665;0;1;190;0;0;0;0;0
Thu Apr 15 23:57:52 2021;54.5;0;9.9934;-0.0002048;-0.606292;37;38.7;67.7537;7.03444;0;190;0.124091;0;0;0;0;13.6407;985.129;9.17564e-06;3886.87;37;30;7;0;0;10;0;0;0;4.32114;0;1;190;0;0;0;0;0
Fri Apr 16 00:27:52 2021;55;0;9.97122;0.000629299;22.3692;36.9;38.5;69.3081;7.05459;0;190;0.124791;0;0;0;0;13.6407;997.094;1.15534e-05;3946.87;37;30;7;0;0;10;0;24.2439;0;4.77034;0;1;190;0;0;0;0;0
Fri Apr 16 00:57:52 2021;55.5;0;9.90531;-0.000243245;-0.625607;37;38.7;67.1405;7.03565;0;190;0.125622;0;0;0;0;13.6407;1012.26;1.31615e-05;4006.86;37;30;7;0;0;10;0;0;0;4.04004;0;1;190;0;0;0;0;0
Fri Apr 16 01:27:52 2021;56;0;10.0245;-0.000426609;35.4802;37;38.6;66.4487;7.05182;0;190;0.124536;0;0;0;0;13.6407;1028.71;1.50019e-05;4066.85;37;30;7;0;0;10;0;36.9334;0;5.01612;0;1;190;0;0;0;0;0
Fri Apr 16 01:57:52 2021;56.5;0;10.0302;-0.000388001;-0.605403;37;38.8;64.1557;7.03743;0;190;0.124981;0;0;0;0;13.6407;1039.09;1.56793e-05;4126.82;37;30;7;0;0;10;0;0;0;4.2102;0;1;190;0;0;0;0;0
Fri Apr 16 02:27:52 2021;57;0;10.006;-0.0158686;-0.564031;37;38.7;64.8727;7.03266;0;190;0.123528;0;0;0;0;13.6407;1056.22;1.6079e-05;4186.81;37;30;7;0;0;10;0;0;0;4.09881;0;1;190;0;0;0;0;0
Fri Apr 16 02:57:52 2021;57.5;0;10.0178;-0.0127322;-0.592734;37;38.8;63.6214;7.04585;0;190;0.124763;0;0;0;0;13.6407;1064.7;1.67208e-05;4246.81;37;30;7;0;0;10;0;0;0;3.98254;0;1;190;0;0;0;0;0
Fri Apr 16 03:27:52 2021;58;0;10.0362;-0.0107738;-0.607139;37;38.8;64.6961;7.03017;0;190;0.124187;0;0;0;0;13.6407;1082.4;1.75703e-05;4306.79;37;30;7;0;0;10;0;0;0;4.1524;0;1;190;0;0;0;0;0
Fri Apr 16 03:57:52 2021;58.5;0;9.99196;-0.000741291;-0.603515;37;38.7;63.0568;7.04713;0;190;0.123472;0;0;0;0;13.6407;1091.57;1.77898e-05;4366.78;37;30;7;0;0;10;0;0;0;4.30353;0;1;190;0;0;0;0;0
Fri Apr 16 04:27:52 2021;59;0;10.0221;-0.00315268;-0.612037;37;38.8;62.98;7.03368;0;190;0.123774;0;0;0;0;13.6407;1108.99;1.85314e-05;4426.77;37;30;7;0;0;10;0;0;0;4.19813;0;1;190;0;0;0;0;0
Fri Apr 16 04:57:52 2021;59.5;0;9.98777;-0.0188588;-0.603412;37;38.8;62.3337;7.04961;0;190;0.123426;0;0;0;0;13.6407;1118.05;1.92054e-05;4486.77;37;30;7;0;0;10;0;0;0;4.38074;0;1;190;0;0;0;0;0
Fri Apr 16 05:27:52 2021;60;0;10.002;-0.000569756;-0.61319;37;38.7;64.335;7.03639;0;190;0.122763;0;0;0;0;13.6407;1135.2;1.98519e-05;4546.77;37;30;7;0;0;10;0;0;0;4.39423;0;1;190;0;0;0;0;0
Fri Apr 16 05:57:52 2021;60.5;0;9.99963;-0.000498245;36.403;37;38.8;64.2851;7.04993;0;190;0.122841;0;0;0;0;13.6407;1152.1;2.103e-05;4606.76;37;30;7;0;0;10;0;0;0;4.27159;0;1;190;0;0;0;0;0
Fri Apr 16 06:27:52 2021;61;0;10.0114;-0.00709924;-0.582578;37;38.8;61.6028;7.03984;0;190;0.122927;0;0;0;0;13.6407;1161.24;2.27411e-05;4666.75;37;30;7;0;0;10;0;0;0;4.44024;0;1;190;0;0;0;0;0
Fri Apr 16 06:57:52 2021;61.5;0;9.96614;-0.000269185;-0.564356;37;38.7;63.2788;7.03461;0;190;0.122876;0;0;0;0;13.6407;1179.15;2.4475e-05;4726.73;37;30;7;0;0;10;0;0;0;4.59024;0;1;190;0;0;0;0;0
Fri Apr 16 07:27:52 2021;62;0;10.0386;-0.0132441;-0.586041;37;38.6;59.1551;7.03812;0;190;0.124948;0;0;0;0;13.6407;1188.14;2.49244e-05;4786.72;37;30;7;0;0;10;0;0;0;4.59362;0;1;190;0;0;0;0;0
Fri Apr 16 07:57:52 2021;62.5;0;9.98613;-0.00852107;32.4016;37;38.7;60.8182;7.05325;0;190;0.12464;0;0;0;0;13.6407;1203.76;2.51202e-05;4846.71;37;30;7;0;0;10;0;33.8219;0;4.60861;0;1;190;0;0;0;0;0
Fri Apr 16 08:27:52 2021;63;0;9.97941;-0.0146119;-0.611804;37;38.7;61.3312;7.03583;0;190;0.125033;0;0;0;0;13.6407;1215.39;2.5576e-05;4906.7;37;30;7;0;0;10;0;0;0;4.6296;0;1;190;0;0;0;0;0
Fri Apr 16 08:57:52 2021;63.5;0;10.0099;-0.0116011;22.5891;37;38.8;58.3364;7.05411;0;190;0.124783;0;0;0;0;13.6407;1227.03;2.57504e-05;4966.7;37;30;7;0;0;10;0;24.0503;0;4.50134;0;1;190;0;0;0;0;0
Fri Apr 16 09:27:52 2021;64;0;9.95243;-0.00543006;-0.619937;37;38.8;55.5689;7.03819;0;190;0.124592;0;0;0;0;13.6407;1240.59;2.57967e-05;5026.69;37;30;7;0;0;10;0;0;0;4.50696;0;1;190;0;0;0;0;0
Fri Apr 16 09:57:52 2021;64.5;0;10.0091;-0.0441647;36.2511;37;38.8;57.9567;7.04951;0;190;0.123728;0;0;0;0;13.6407;1257.6;2.57967e-05;5086.68;37;30;7;0;0;10;0;0;0;4.65583;0;1;190;0;0;0;0;0
Fri Apr 16 10:27:52 2021;65;0;10.0118;-0.0268393;-0.608683;37;38.8;56.8827;7.03656;0;190;0.124023;0;0;0;0;13.6407;1266.93;2.57967e-05;5146.66;37;30;7;0;0;10;0;0;0;4.50958;0;1;190;0;0;0;0;0
Fri Apr 16 10:57:52 2021;65.5;0;9.98675;-0.0956913;-0.187684;37.1;38.7;58.996;7.04784;0;190;0.124114;0;0;0;0;13.6407;1283.9;2.57967e-05;5206.66;37;30;7;0;0;10;0;0;0;3.38523;0;1;190;0;0;0;0;0
Fri Apr 16 11:27:52 2021;66;0;9.9937;-0.0638631;-0.63583;37;38.8;58.6621;7.04048;0;190;0.124154;0;0;0;0;18.2287;1292.43;2.57967e-05;5266.65;37;30;7;0;0;10;0;0;0;4.05571;0;1;190;0;0;0;10;0
Fri Apr 16 11:57:52 2021;66.5;0;9.98933;-0.000491586;-0.606146;37;38.7;54.6101;7.01621;0;190;0.123427;0;0;0;0;240.229;1292.43;2.78671e-05;5326.65;37;30;7;0;0;10;0;0;0;5.99575;0;1;190;0;0;0;10;0
Fri Apr 16 12:27:52 2021;67;0;10.0277;-0.0134528;-0.60002;37;38.7;58.8094;7.02543;0;190;0.12345;0;0;0;0;462.229;1300.37;3.15016e-05;5386.64;37;30;7;0;0;10;0;0;0;5.42079;0;1;190;0;0;0;10;0
Fri Apr 16 12:57:52 2021;67.5;0;9.99567;-0.00396866;-0.596164;36.9;38.8;56.6968;7.03143;0;190;0.123865;0;0;0;0;684.253;1308.3;3.36758e-05;5446.63;37;30;7;0;0;10;0;0;0;6.09199;0;1;190;0;0;0;10;0
Fri Apr 16 13:27:52 2021;68;0;10.0184;0.000113525;-0.60788;37;38.8;56.0502;7.03908;0;190;0.124144;0;0;0;0;906.253;1316.11;3.55273e-05;5506.63;37;30;7;0;0;10;0;0;0;5.34687;0;1;190;0;0;0;10;0
Fri Apr 16 13:57:52 2021;68.5;0;9.95571;-0.0105264;-0.575004;37;38.8;54.1787;7.04542;0;190;0.124261;0;0;0;0;1128.25;1323.88;3.78429e-05;5566.63;37;30;7;0;0;10;0;0;0;5.37123;0;1;190;0;0;0;10;0
Fri Apr 16 14:27:52 2021;69;0;9.96893;-0.0047027;11.7346;37;38.7;50.8919;7.0515;0;190;0.124946;0;0;0;0;1350.25;1332.36;4.02604e-05;5626.63;37;30;7;0;0;10;0;13.7296;0;5.52273;0;1;190;0;0;0;10;0
Fri Apr 16 14:57:52 2021;69.5;0;10.0002;0.000236842;-0.60159;37;38.8;48.0452;7.03064;0;190;0.12491;0;0;0;0;1572.25;1346.77;4.39095e-05;5686.63;37;30;7;0;0;10;0;0;0;5.50241;0;1;190;0;0;0;10;0
Fri Apr 16 15:27:52 2021;70;0;9.95208;-0.00446139;-0.618806;36.9;38.7;49.2286;7.03322;0;190;0.125408;0;0;0;0;1794.25;1354.76;4.80617e-05;5746.62;37;30;7;0;0;10;0;0;0;5.91704;0;1;190;0;0;0;10;0
Fri Apr 16 15:57:52 2021;70.5;0;10.0118;-0.00725941;-0.621164;36.9;38.6;49.5412;7.04059;0;190;0.124625;0;0;0;0;1795.83;1362.5;5.2438e-05;5806.62;37;30;7;0;0;10;0;0;0;5.50447;0;1;190;0;0;0;0;0
Fri Apr 16 16:27:52 2021;71;0;9.95772;-0.0010634;-0.588502;37;38.8;48.1697;7.04524;0;190;0.122535;0;0;0;0;1795.83;1370.14;5.69162e-05;5866.61;37;30;7;0;0;10;0;0;0;5.49754;0;1;190;0;0;0;0;0
Fri Apr 16 16:57:52 2021;71.5;0;9.93748;-0.000164157;-0.516481;37;38.8;49.8737;7.05053;0;190;0.122644;0;0;0;0;1795.83;1378.15;6.26367e-05;5926.6;37;30;7;0;0;10;0;4.33558;0;5.56837;0;1;190;0;0;0;0;0
Fri Apr 16 17:27:52 2021;72;0;9.91763;-2.5146e-05;-0.560939;37;38.7;51.2277;7.03867;0;190;0.121891;0;0;0;0;1795.83;1393.45;6.78877e-05;5986.59;37;30;7;0;0;10;0;0;0;5.71875;0;1;190;0;0;0;0;0
Fri Apr 16 17:57:52 2021;72.5;0;10.0083;-0.00194959;-0.613556;37;38.7;49.8415;7.0294;0;190;0.122163;0;0;0;0;1795.83;1400.96;7.13843e-05;6046.58;37;30;7;0;0;10;0;0;0;5.71875;0;1;190;0;0;0;0;0
Fri Apr 16 18:27:52 2021;73;0;10.0427;0.001312;-0.585289;37;38.7;49.2158;7.0318;0;190;0.122278;0;0;0;0;1795.83;1408.7;7.59004e-05;6106.58;37;30;7;0;0;10;0;0;0;5.75548;0;1;190;0;0;0;0;0
Fri Apr 16 18:57:52 2021;73.5;0;9.96734;-0.00157503;-0.613419;37;38.8;48.3868;7.03614;0;190;0.12088;0;0;0;0;1795.83;1416.36;8.00943e-05;6166.57;37;30;7;0;0;10;0;0;0;5.60548;0;1;190;0;0;0;0;0
Fri Apr 16 19:27:52 2021;74;0;10.0203;-0.00154804;-0.600702;37;38.8;48.7464;7.04003;0;190;0.120614;0;0;0;0;1795.83;1423.97;8.10259e-05;6226.56;37;30;7;0;0;10;0;0;0;5.60548;0;1;190;0;0;0;0;0
Fri Apr 16 19:57:52 2021;74.5;0;10.0134;-0.0110938;-0.601224;37;38.8;48.3205;7.04255;0;190;0.122142;0;0;0;0;1795.83;1431.69;8.23433e-05;6286.56;37;30;7;0;0;10;0;0;0;5.60548;0;1;190;0;0;0;0;0
Fri Apr 16 20:27:52 2021;75;0;9.99504;-0.00275527;-0.603172;37;38.8;49.3031;7.04593;0;190;0.120089;0;0;0;0;1795.83;1439.3;8.26199e-05;6346.55;37;30;7;0;0;10;0;0;0;5.75548;0;1;190;0;0;0;0;0
Fri Apr 16 20:57:52 2021;75.5;0;9.97092;-0.0225408;5.79957;37;38.8;46.477;7.05066;0;190;0.121126;0;0;0;0;1795.83;1446.55;8.2673e-05;6406.56;37;30;7;0;0;10;0;7.57947;0;5.60548;0;1;190;0;0;0;0;0
Fri Apr 16 21:27:52 2021;76;0;10.0323;-0.0312746;-0.608659;37;38.8;49.0389;7.03883;0;190;0.120474;0;0;0;0;1795.83;1461.17;8.27253e-05;6466.54;37;30;7;0;0;10;0;0;0;5.60548;0;1;190;0;0;0;0;0
Fri Apr 16 21:57:52 2021;76.5;0;10.0031;-0.0360926;-0.624118;37;38.8;46.234;7.02922;0;190;0.121401;0;0;0;0;1795.83;1468.51;8.27253e-05;6526.53;37;30;7;0;0;10;0;0;0;5.60548;0;1;190;0;0;0;0;0
Fri Apr 16 22:27:52 2021;77;0;10.0121;-0.0305837;-0.631111;37;38.8;43.2619;7.0263;0;190;0.121092;0;0;0;0;1795.83;1475.74;8.27253e-05;6586.53;37;30;7;0;0;10;0;0;0;5.60548;0;1;190;0;0;0;0;0
Fri Apr 16 22:57:52 2021;77.5;0;10.0162;-0.0583155;-0.639651;37;38.8;44.8332;7.02521;0;190;0.12198;0;0;0;0;1795.83;1482.93;8.27253e-05;6646.54;37;30;7;0;0;10;0;0;0;5.75548;0;1;190;0;0;0;0;0
Fri Apr 16 23:27:52 2021;78;0;10.0117;-0.0487451;-0.599167;37;38.8;44.7441;7.02644;0;190;0.12199;0;0;0;0;1795.83;1490.14;8.27253e-05;6706.55;37;30;7;0;0;10;0;0;0;5.75548;0;1;190;0;0;0;0;0
Fri Apr 16 23:57:52 2021;78.5;0;10.0017;-0.021222;-0.613395;37;38.8;43.1552;7.02644;0;190;0.12173;0;0;0;0;1795.83;1497.36;8.27253e-05;6766.54;37;30;7;0;0;10;0;0;0;5.60548;0;1;190;0;0;0;0;0
Sat Apr 17 00:27:52 2021;79;0;9.97485;-0.0398468;-0.605563;37;38.7;42.2888;7.02799;0;190;0.121665;0;0;0;0;1795.83;1504.43;8.27253e-05;6826.53;37;30;7;0;0;10;0;0;0;5.75548;0;1;190;0;0;0;0;0
Sat Apr 17 00:57:52 2021;79.5;0;9.94476;-0.063157;-0.632085;37;38.7;42.3818;7.02882;0;190;0.121919;0;0;0;0;1795.83;1511.97;8.27253e-05;6886.52;37;30;7;0;0;10;0;0;0;5.75548;0;1;190;0;0;0;0;0
Sat Apr 17 01:27:52 2021;80;0;10.0298;-0.0580249;-0.639165;37;38.8;41.0508;7.02626;0;190;0.120909;0;0;0;0;1795.83;1519.78;8.27253e-05;6946.53;37;30;7;0;0;10;0;0;0;5.60548;0;1;190;0;0;0;0;0
Sat Apr 17 01:57:52 2021;80.5;0;10.011;-0.0346764;-0.64095;37;38.8;38.9626;7.02384;0;190;0.122084;0;0;0;0;1795.83;1527.16;8.27253e-05;7006.52;37;30;7;0;0;10;0;0;0;5.60548;0;1;190;0;0;0;0;0
Sat Apr 17 02:27:52 2021;81;0;9.98193;-0.0646249;-0.63293;37;38.8;32.0718;7.02844;0;190;0.118962;0;0;0;0;1795.83;1533.92;8.27253e-05;7066.52;37;30;7;0;0;10;0;0;0;5.60548;0;1;190;0;0;0;0;0
Sat Apr 17 02:57:52 2021;81.5;0;9.98865;-0.0619357;-0.611292;37;38.8;31.221;7.02661;0;190;0.11951;0;0;0;0;1795.83;1540.77;8.27253e-05;7126.51;37;30;7;0;0;10;0;0;0;5.75548;0;1;190;0;0;0;0;0
Sat Apr 17 03:27:52 2021;82;0;9.98401;-0.0608348;-0.625556;37;38.8;30.3066;7.02963;0;190;0.119679;0;0;0;0;1795.83;1547.9;8.27253e-05;7186.5;37;30;7;0;0;10;0;0;0;5.60548;0;1;190;0;0;0;0;0
Sat Apr 17 03:57:52 2021;82.5;0;12.6693;-0.0795226;-0.63121;37;38.8;30.3661;7.02564;0;190;0.118763;0;0;0;0;1795.83;1555.19;8.27253e-05;7260.13;37;30;7;0;0;12.6806;0;0;0;5.60548;0;1;190;0;0;0;0;0
Sat Apr 17 04:27:52 2021;83;0;12.6536;-0.059715;-0.642509;37;38.8;30.443;7.02994;0;190;0.11964;0;0;0;0;1795.83;1562.33;8.27253e-05;7333.43;37;30;7;0;0;12.6772;0;0;0;5.60548;0;1;190;0;0;0;0;0
Sat Apr 17 04:57:52 2021;83.5;0;12.6455;-0.0383646;-0.618174;37;38.8;30.0228;7.03257;0;190;0.119509;0;0;0;0;1795.83;1569.09;8.27253e-05;7403.83;37;30;7;0;0;12.6604;0;0;0;5.60548;0;1;190;0;0;0;0;0
Sat Apr 17 05:27:52 2021;84;0;12.237;-0.0723571;2.93174;37;38.8;31.2963;7.05044;0;190;0.120198;0;0;0;0;1795.83;1575.98;8.27253e-05;7498.32;37;30;7;0;0;11.9379;0;4.93844;0;5.75548;0;1;190;0;0;0;0;0
Sat Apr 17 05:57:52 2021;84.5;0;9.98515;-0.0672634;-0.634408;37;38.7;31.459;7.02465;0;190;0.119753;0;0;0;0;1795.83;1590.05;8.27253e-05;7572.99;37;30;7;0;0;10;0;0;0;5.75548;0;1;190;0;0;0;0;0
Sat Apr 17 06:27:52 2021;85;0;15.0095;-0.0708281;-0.636513;37;38.7;30.6399;7.02697;0;190;0.119626;0;0;0;0;1795.83;1596.93;8.27253e-05;7654.01;37;30;7;0;0;15.0104;0;0;0;5.75548;0;1;190;0;0;0;0;0
Sat Apr 17 06:57:52 2021;85.5;0;16.4379;-0.0992172;-0.643116;37;38.7;30.8868;7.04612;0;190;0.119999;0;0;0;0;1795.83;1603.12;8.27253e-05;7750.1;37;30;7;0;0;16.4429;0;0;0;5.60548;0;1;190;0;0;0;0;0
Sat Apr 17 07:27:52 2021;86;0;16.3958;-0.0920909;-0.665363;37;38.8;30.1406;7.02277;0;190;0.120227;0;0;0;0;1795.83;1617;8.27253e-05;7841.6;37;30;7;0;0;16.4202;0;0;0;5.60548;0;1;190;0;0;0;0;0
Sat Apr 17 07:57:52 2021;86.5;0;16.4482;-0.0613215;-0.656082;37;38.8;29.7798;7.03835;0;190;0.120228;0;0;0;0;1795.83;1623.54;8.27253e-05;7933.6;37;30;7;0;0;16.4629;0;0;0;5.45548;0;1;190;0;0;0;0;0
Sat Apr 17 08:27:52 2021;87;0;17.9703;-0.0800297;3.86519;36.9;38.8;30.4291;7.05123;0;190;0.120573;0;0;0;0;1795.83;1630.34;8.27253e-05;8024.6;37;30;7;0;0;17.9742;0;5.98568;0;6.18098;0;1;190;0;0;0;0;0
Sat Apr 17 08:57:52 2021;87.5;0;17.383;-0.0609565;-0.646296;36.9;38.5;29.7375;7.03668;0;190;0.120475;0;0;0;0;1795.83;1642.3;8.27253e-05;8121.29;37;30;7;0;0;17.3877;0;0;0;5.65469;0;1;190;0;0;0;0;0
Sat Apr 17 09:27:52 2021;88;0;16.5486;-0.0698508;-0.626039;37;38.5;30.8967;7.02822;0;190;0.119701;0;0;0;0;1795.83;1654.58;8.27253e-05;8220.71;37;30;7;0;0;16.5322;0;0;0;4.76319;0;1;190;0;0;0;0;0
Sat Apr 17 09:57:52 2021;88.5;0;24.2381;-0.0577456;-0.633904;37.1;38.7;28.3719;7.03483;0;190;0.148136;0;0;0;0;1795.83;1660.57;8.27253e-05;8314.62;37;30;7;0;0;24.7806;0;0;0;3.80013;0;1;190;0;0;0;0;0
Sat Apr 17 10:27:52 2021;89;0;47.2264;-0.101756;-0.636973;37.4;39.1;29.1363;7.03569;0;190;0.148421;0;33.892;0;0;1795.83;1698.17;8.27253e-05;8496.05;37;30;7;0;0;47.226;0;0;0;2.05718;0;1;190;0;0;0;0;0
Sat Apr 17 10:57:52 2021;89.5;0;24.7351;-0.103026;-0.614642;37.1;39;31.0223;7.04218;0;190;0.147123;0;33.892;0;0;1802.54;1721.34;8.27253e-05;8722.44;37;30;7;0;0;24.6199;0;0;0;4.22522;0;1;190;0;0;0;0;0
Sat Apr 17 11:27:52 2021;90;0;21.6653;-0.113735;28.2707;37;39;30.4109;7.05129;0;190;0.144864;0;33.892;0;0;1802.54;1738.92;8.27253e-05;8852.84;37;30;7;0;0;21.6366;0;29.3546;0;5.20348;0;1;190;0;0;0;0;0
Sat Apr 17 11:57:52 2021;90.5;0;21.6098;-0.091913;-0.618393;37;38.9;29.7334;7.03465;0;190;0.146065;0;33.892;0;0;1802.54;1753.73;8.27253e-05;8982.67;37;30;7;0;0;21.6366;0;0;0;5.18595;0;1;190;0;0;0;0;0
Sat Apr 17 12:27:52 2021;91;0;24.7146;-0.122788;-0.640833;36.9;38.8;30.1257;7.04567;0;190;0.145097;0;33.892;0;0;1802.54;1766.05;8.27253e-05;9128.98;37;30;7;0;0;24.7785;0;0;0;5.9777;0;1;190;0;0;0;0;0
Sat Apr 17 12:57:52 2021;91.5;0;26.5649;-0.0880956;-0.606865;37;38.6;29.5534;7.03585;0;190;0.139712;0;33.892;0;0;1802.54;1785.17;8.27253e-05;9280.62;37;30;7;0;0;26.5712;0;0;0;5.44116;0;1;190;0;0;0;0;0
Sat Apr 17 13:27:52 2021;92;0;26.5788;-0.108511;-0.644627;37;38.7;30.3803;7.04943;0;190;0.134886;0;33.892;0;0;1802.54;1797.86;8.27253e-05;9440.04;37;30;7;0;0;26.5712;0;0;0;5.43318;0;1;190;0;0;0;0;0
Sat Apr 17 13:57:52 2021;92.5;0;26.5607;-0.0854424;-0.647621;37;38.7;30.1649;7.04067;0;190;0.134022;0;33.892;0;0;1802.54;1817.11;8.27253e-05;9599.45;37;30;7;0;0;26.5712;0;0;0;5.28318;0;1;190;0;0;0;0;0
Sat Apr 17 14:27:52 2021;93;0;26.572;-0.108532;-0.623762;37;38.7;30.4481;7.03791;0;190;0.134411;0;33.892;0;0;1802.54;1834.54;8.27253e-05;9758.86;37;30;7;0;0;26.5712;0;0;0;5.28468;0;1;190;0;0;0;0;0
Sat Apr 17 14:57:52 2021;93.5;0;34.85;-0.105558;-0.599187;37;38.7;29.9457;7.04259;0;190;0.13398;0;33.892;0;0;1802.54;1851.48;8.27253e-05;9923.61;37;30;7;0;0;34.8322;0;0;0;5.28806;0;1;190;0;0;0;0;0
Sat Apr 17 15:27:52 2021;94;0;34.8826;-0.0665555;2.69177;37;38.7;30.0062;7.05068;0;190;0.132487;0;33.892;0;0;1802.54;1868.95;8.27253e-05;10132.6;37;30;7;0;0;34.8322;0;3.73961;0;5.29555;0;1;190;0;0;0;0;0
Sat Apr 17 15:57:52 2021;94.5;0;23.4007;-0.0682377;-0.625455;37;38.7;30.2668;7.03961;0;190;0.133622;0;33.892;0;0;1802.54;1886.73;8.27253e-05;10286.1;37;30;7;0;0;23.3863;0;0;0;5.29817;0;1;190;0;0;0;0;0
Sat Apr 17 16:27:52 2021;95;0;48.3131;-0.079319;4.61201;37;38.6;27.8067;7.0513;0;190;0.133477;0;33.892;0;0;1802.54;1899.27;8.27253e-05;10450.7;37;30;7;0;0;48.2897;0;6.17266;0;5.31541;0;1;190;0;0;0;0;0
Sat Apr 17 16:57:52 2021;95.5;0;47.2689;-0.0965344;-0.648071;37;38.7;29.9183;7.04916;0;190;0.133011;0;33.892;0;0;1802.54;1928.49;8.27253e-05;10738.9;37;30;7;0;0;47.2647;0;0;0;5.16542;0;1;190;0;0;0;0;0
Sat Apr 17 17:27:52 2021;96;0;47.2602;-0.108798;-0.627703;37;38.8;30.5701;7.04632;0;190;0.133895;0;33.892;0;0;1802.54;1956.47;8.27253e-05;11022.5;37;30;7;0;0;47.2647;0;0;0;5.31541;0;1;190;0;0;0;0;0
Sat Apr 17 17:57:52 2021;96.5;0;54.2237;-0.118703;-0.625511;37;38.8;28.4106;7.04018;0;190;0.133278;0;33.892;0;0;1802.54;1984.19;8.27253e-05;11296.6;37;30;7;0;0;54.8409;0;0;0;5.16542;0;1;190;0;0;0;0;0
Sat Apr 17 18:27:52 2021;97;0;57.6874;-0.0680295;-0.595453;37;38.6;29.6911;7.04228;0;190;0.135058;0;33.892;0;0;1802.54;2016.29;8.27253e-05;11645.8;37;30;7;0;0;57.6732;0;0;0;5.17329;0;1;190;0;0;0;0;0
Sat Apr 17 18:57:52 2021;97.5;0;57.6439;-0.0967636;-0.617481;37;38.8;29.6537;7.04072;0;190;0.135705;0;33.892;0;0;1802.54;2048.85;8.27253e-05;11991.9;37;30;7;0;0;57.6732;0;0;0;5.33303;0;1;190;0;0;0;0;0
Sat Apr 17 19:27:52 2021;98;0;57.6199;-0.0884063;29.2966;37;38.8;30.0565;7.04873;0;190;0.134329;0;33.892;0;0;1802.54;2080.98;8.27253e-05;12337.9;37;30;7;0;0;57.6732;0;0;0;5.20627;0;1;190;0;0;0;0;0
Sat Apr 17 19:57:52 2021;98.5;0;60.4768;-0.0329313;12.7051;37;38.8;29.3982;7.05317;0;190;0.133747;0;33.892;0;0;1802.54;2108.52;8.27253e-05;12687.9;37;30;7;0;0;60.4759;0;13.9856;0;5.20627;0;1;190;0;0;0;0;0
Sat Apr 17 20:27:52 2021;99;0;66.5564;-0.014733;-0.569218;37;38.8;29.4315;7.04076;0;190;0.135259;0;33.892;0;0;1802.54;2145.68;8.27253e-05;13085.4;37;30;7;0;0;66.5649;0;0;0;5.20627;0;1;190;0;0;0;0;0
Sat Apr 17 20:57:52 2021;99.5;0;79.0309;-0.0186803;14.1133;37;38.7;29.042;7.05445;0;190;0.133622;0;33.892;0;0;1802.54;2178.61;8.27253e-05;13503.6;37;30;7;0;0;74.0141;0;16.0412;0;5.35627;0;1;190;0;0;0;0;0
Sat Apr 17 21:27:52 2021;100;0;78.8203;-0.0252153;23.0368;37;38.7;29.2528;7.05253;0;190;0.135232;0;33.892;0;0;1802.54;2219.24;8.27422e-05;13966.5;37;30;7;0;0;78.8036;0;25.1761;0;5.4286;0;1;190;0;0;0;0;0
