Drug Name,Generic Name,Brand Name,Company Name,Therapy Area,Indication,Development Stage,Drug Geography
tivozanib hydrochloride,tivozanib hydrochloride,Fotivda,Recordati Pharmaceuticals Ltd,Oncology, Metastatic Renal Cell Carcinoma,Marketed,United Kingdom
tivozanib hydrochloride,tivozanib hydrochloride,Fotivda,Link Pharmaceuticals Ltd,Oncology, Metastatic Renal Cell Carcinoma,Withdrawn,New Zealand
tivozanib hydrochloride,tivozanib hydrochloride,,AVEO Pharmaceuticals Inc,Oncology, Renal Cell Carcinoma,Phase III,Global
tivozanib hydrochloride,tivozanib hydrochloride,Fotivda,AVEO Pharmaceuticals Inc,Oncology, Bile Duct Cancer (Cholangiocarcinoma) ; Gallbladder Cancer; Neuroendocrine Cancer; Ovarian Cancer; Pancreatic Cancer; Prostate Cancer; Soft Tissue Sarcoma,Phase II,Global
tivozanib hydrochloride,tivozanib hydrochloride,,Recordati SpA,Oncology, Bile Duct Cancer (Cholangiocarcinoma) ,Phase II,Global
tivozanib hydrochloride,tivozanib hydrochloride,,AVEO Pharmaceuticals Inc,Oncology, Fallopian Tube Cancer; Metastatic Hepatocellular Carcinoma (HCC); Ovarian Cancer; Peritoneal Cancer,Phase II,Global
tivozanib hydrochloride,tivozanib hydrochloride,,Recordati SpA,Undisclosed, Unspecified,IND/CTA Filed,Japan
tivozanib hydrochloride,tivozanib hydrochloride,,Pharmstandard,Oncology, Renal Cell Carcinoma,Inactive,Russia
tivozanib hydrochloride,tivozanib hydrochloride,,AVEO Pharmaceuticals Inc,Oncology, Hepatocellular Carcinoma; Renal Cell Carcinoma,Inactive,Global
tivozanib hydrochloride,tivozanib hydrochloride,,AVEO Pharmaceuticals Inc,Ophthalmology, Wet (Neovascular / Exudative) Macular Degeneration,Inactive,Global
tivozanib hydrochloride,tivozanib hydrochloride,Tivopath,AVEO Pharmaceuticals Inc,Oncology, Non-Small Cell Lung Cancer,Inactive,Global
tivozanib hydrochloride,tivozanib hydrochloride,Fotivda,AVEO Pharmaceuticals Inc,Oncology, Breast Cancer; Vulvar Cancer,Discontinued,Global
tivozanib hydrochloride,tivozanib hydrochloride,,AVEO Pharmaceuticals Inc,Oncology, Metastatic Colorectal Cancer,Discontinued,EU; United States
tivozanib hydrochloride,tivozanib hydrochloride,Tivopath,AVEO Pharmaceuticals Inc,Oncology, Metastatic Breast Cancer,Discontinued,EU; United States
tivozanib hydrochloride,tivozanib hydrochloride,,Recordati SpA,Oncology, Solid Tumor,Discontinued,Japan
cabozantinib s-malate,cabozantinib s-malate,Cometriq,Ipsen Ltd,Oncology, Medullary Thyroid Cancer,Marketed,United Kingdom
cabozantinib s-malate,cabozantinib s-malate,Cometriq,Ipsen NV,Oncology, Medullary Thyroid Cancer,Marketed,Belgium
cabozantinib s-malate,cabozantinib s-malate,Cometriq,Ipsen Pharma SA,Oncology, Medullary Thyroid Cancer,Marketed,Denmark; Spain
cabozantinib s-malate,cabozantinib s-malate,Cometriq,Ipsen Innovation SAS,Oncology, Medullary Thyroid Cancer,Marketed,France
cabozantinib s-malate,cabozantinib s-malate,Cometriq,Exelixis Inc,Oncology, Medullary Thyroid Cancer,Marketed,United States
cabozantinib s-malate,cabozantinib s-malate,Cometriq,Ipsen SpA,Oncology, Medullary Thyroid Cancer,Marketed,Italy
cabozantinib s-malate,cabozantinib s-malate,Cometriq,Ipsen Pharma GmbH,Oncology, Medullary Thyroid Cancer,Marketed,Austria; EU; Germany
cabozantinib s-malate,cabozantinib s-malate,,Exelixis Inc,Oncology," Carcinoid Tumor; Metastatic Hormone Refractory (Castration Resistant, Androgen-Independent) Prostate Cancer; Neuroendocrine Gastroenteropancreatic Tumors (GEP-NET)",Phase III,Global
cabozantinib s-malate,cabozantinib s-malate,,Exelixis Inc,Oncology, Metastatic Renal Cell Carcinoma,Phase II,Japan
cabozantinib s-malate,cabozantinib s-malate,,Exelixis Inc,Non Malignant Disorders, Plexiform Neurofibroma,Phase II,Global
cabozantinib s-malate,cabozantinib s-malate,,Exelixis Inc,Oncology, Transitional Cell Carcinoma (Urothelial Cell Carcinoma),Phase II,Global; United States
cabozantinib s-malate,cabozantinib s-malate,,Exelixis Inc,Oncology, Cervical Cancer; Meningioma; Metastatic Melanoma; Non-Small Cell Lung Cancer; Papillary Renal Cell Carcinoma; Penile Cancer; Recurrent Head And Neck Cancer Squamous Cell Carcinoma; Refractory Multiple Myeloma; Relapsed Multiple Myeloma; Soft Tissue Sarcoma; Squamous Cell Carcinoma,Phase II,Global
cabozantinib s-malate,cabozantinib s-malate,,Exelixis Inc,Oncology, Bladder Cancer; Breast Cancer; Endometrial Cancer; Epithelial Ovarian Cancer; Ewing Sarcoma; Fallopian Tube Cancer; Merkel Cell Carcinoma; Metastatic Adenocarcinoma of The Pancreas; Metastatic Colorectal Cancer; Metastatic Uveal Melanoma; Neuroendocrine Gastroenteropancreatic Tumors (GEP-NET); Non-Rhabdomyosarcoma; Osteosarcoma; Paraganglioma (Glomus Jugulare Tumor); Peritoneal Cancer; Pheochromocytoma; Rhabdomyosarcoma; Thyroid Cancer; Ureter Cancer; Urethral Cancer; Wilms' Tumor (Nephroblastoma),Phase II,United States
cabozantinib s-malate,cabozantinib s-malate,Cometriq,Exelixis Inc,Oncology, Melanoma; Small-Cell Lung Cancer; Triple-Negative Breast Cancer (TNBC),Phase I,Global
cabozantinib s-malate,cabozantinib s-malate,,Exelixis Inc,Oncology, Adenocarcinoma Of The Gastroesophageal Junction; Esophageal Cancer; Gastric Cancer; Metastatic Transitional (Urothelial) Tract Cancer,Phase I,Global
cabozantinib s-malate,cabozantinib s-malate,,Exelixis Inc,Oncology, Hepatocellular Carcinoma,Phase I,Global; United States
cabozantinib s-malate,cabozantinib s-malate,,Exelixis Inc,Oncology, Anaplastic Thyroid Cancer; Refractory Acute Myeloid Leukemia; Relapsed Acute Myeloid Leukemia,Inactive,United States
cabozantinib s-malate,cabozantinib s-malate,,Exelixis Inc,Oncology, Astrocytoma; Gastric Cancer; Gastroesophageal (GE) Junction Carcinomas; Glioblastoma Multiforme (GBM); Small-Cell Lung Cancer,Inactive,Global
cabozantinib s-malate,cabozantinib s-malate,,Exelixis Inc,Genito Urinary System And Sex Hormones, Renal Failure,Inactive,Global
tirbanibulin,tirbanibulin,Klisyri,Almirall Hermal GmbH,Dermatology, Actinic (Solar) Keratosis,Marketed,Germany
tirbanibulin,tirbanibulin,Klisyri,Almirall SAS,Dermatology, Actinic (Solar) Keratosis,Marketed,France
tirbanibulin,tirbanibulin,Klisyri,Almirall Prodesfarma SA,Dermatology, Actinic (Solar) Keratosis,Marketed,Spain
tirbanibulin,tirbanibulin,Klisyri,Almirall Ltd,Dermatology, Actinic (Solar) Keratosis,Marketed,United Kingdom
tirbanibulin,tirbanibulin,Klisyri,Almirall NV,Dermatology, Actinic (Solar) Keratosis,Marketed,Belgium
tirbanibulin,tirbanibulin,Klisyri,Almirall SpA,Dermatology, Actinic (Solar) Keratosis,Marketed,Italy
tirbanibulin,tirbanibulin,Klisyri,Almirall LLC,Dermatology, Actinic (Solar) Keratosis,Marketed,United States
tirbanibulin,tirbanibulin,Klisyri,Almirall GmbH,Dermatology, Actinic (Solar) Keratosis,Marketed,Austria
tirbanibulin,tirbanibulin,Klisyri,Almirall ApS,Dermatology, Actinic (Solar) Keratosis,Marketed,Denmark
tirbanibulin,tirbanibulin,Klisyri,Almirall SA,Dermatology, Actinic (Solar) Keratosis,Marketed,EU
tirbanibulin,tirbanibulin,Klisyri,Almirall AG,Dermatology, Actinic (Solar) Keratosis,Marketed,Switzerland
tirbanibulin,tirbanibulin,,PharmaEssentia Corp,Dermatology, Actinic (Solar) Keratosis,Pre-Registration,Malaysia; Taiwan; Vietnam
tirbanibulin,tirbanibulin,,PharmaEssentia Japan KK,Dermatology, Actinic (Solar) Keratosis,Pre-Registration,South Korea
tirbanibulin,tirbanibulin,,Almirall SA,Dermatology, Actinic (Solar) Keratosis,Phase III,United States
tirbanibulin,tirbanibulin,,PharmaEssentia Japan KK,Dermatology, Actinic (Solar) Keratosis,Phase III,Japan
tirbanibulin,tirbanibulin,,PharmaEssentia Corp,Immunology, Plaque Psoriasis (Psoriasis Vulgaris),Phase I,China; Hong Kong; Malaysia; Singapore; Taiwan
tirbanibulin,tirbanibulin,,Athenex Inc,Oncology, Blood Cancer; Ovarian Cancer,Inactive,Taiwan
tirbanibulin,tirbanibulin,,Hanmi Pharmaceuticals Co Ltd,Oncology, Breast Cancer; Gastric Cancer,Inactive,South Korea
tirbanibulin,tirbanibulin,,Athenex Inc,Oncology, Lymphoma; Skin Cancer,Inactive,Global
tirbanibulin,tirbanibulin,,PharmaEssentia Corp,Oncology, Solid Tumor,Inactive,South Korea
tirbanibulin,tirbanibulin,,Athenex Inc,Oncology," Acute Myelocytic Leukemia (AML, Acute Myeloblastic Leukemia); Hormone Refractory (Castration Resistant, Androgen-Independent) Prostate Cancer; Solid Tumor",Inactive,United States
tirbanibulin,tirbanibulin,,Athenex Inc,Gastrointestinal, Liver Fibrosis,Inactive,United States
tirbanibulin,tirbanibulin,,Hanmi Pharmaceuticals Co Ltd,Oncology, Solid Tumor,Discontinued,South Korea
ranibizumab SR,ranibizumab,Susvimo,Genentech USA Inc,Ophthalmology, Wet (Neovascular / Exudative) Macular Degeneration,Marketed,United States
ranibizumab SR,ranibizumab,,F. Hoffmann-La Roche Ltd,Ophthalmology, Wet (Neovascular / Exudative) Macular Degeneration,Pre-Registration,EU
ranibizumab SR,ranibizumab,,F. Hoffmann-La Roche Ltd,Metabolic Disorders, Diabetic Macular Edema,Phase III,EU; United States
ranibizumab SR,ranibizumab,,F. Hoffmann-La Roche Ltd,Ophthalmology, Wet (Neovascular / Exudative) Macular Degeneration,Phase III,Global
ranibizumab SR,ranibizumab,,F. Hoffmann-La Roche Ltd,Ophthalmology, Macular Edema,Phase III,EU; United States
ranibizumab SR,ranibizumab,,F. Hoffmann-La Roche Ltd,Metabolic Disorders, Diabetic Retinopathy,Phase III,Global
ranibizumab SR,ranibizumab,,F. Hoffmann-La Roche Ltd,Ophthalmology, Wet (Neovascular / Exudative) Macular Degeneration,Phase II,Japan
ranibizumab SR,ranibizumab,,F. Hoffmann-La Roche Ltd,Metabolic Disorders, Diabetic Macular Edema,Phase II,Japan
anlotinib hydrochloride,,Focus V,Chia Tai Tianqing Pharmaceutical Group Co Ltd,Oncology, Medullary Thyroid Cancer; Non-Small Cell Lung Cancer; Small-Cell Lung Cancer; Soft Tissue Sarcoma; Thyroid Cancer,Marketed,China
anlotinib hydrochloride,,,Jiangsu Chia-tai Tianqing Pharmaceutical Co Ltd,Oncology, Adenocarcinoma Of The Gastroesophageal Junction; Breast Cancer; Endometrial Cancer; Esophageal Cancer; Fallopian Tube Cancer; Gallbladder Cancer; Gastric Cancer; Liver Cancer; Melanoma; Metastatic Colorectal Cancer; Nasopharyngeal Cancer; Non-Small Cell Lung Cancer; Ovarian Cancer; Pancreatic Cancer; Peritoneal Cancer; Renal Cell Carcinoma; Soft Tissue Sarcoma; Triple-Negative Breast Cancer (TNBC),Phase III,China
anlotinib hydrochloride,,,Advenchen Laboratories LLC,Oncology, Cervical Cancer; Endometrial Cancer; Fallopian Tube Cancer; Peritoneal Cancer,Phase III,Global
anlotinib hydrochloride,,,Advenchen Laboratories LLC,Oncology, Leiomyosarcoma; Ovarian Cancer; Soft Tissue Sarcoma; Synovial Sarcoma,Phase III,United States
anlotinib hydrochloride,,,Chia Tai Tianqing Pharmaceutical Group Co Ltd,Oncology, Salivary Gland Cancer,Phase II,China
anlotinib hydrochloride,,,Jiangsu Chia-tai Tianqing Pharmaceutical Co Ltd,Oncology, Anaplastic Large Cell Lymphoma (ALCL); Angioimmunoblastic T-Cell Lymphoma (AITL)/Immunoblastic Lymphadenopathy; Angiosarcoma; Bile Duct Cancer (Cholangiocarcinoma) ; Chondrosarcoma; Esophageal Squamous Cell Carcinoma (ESCC); Ewing Sarcoma; Gastrointestinal Stromal Tumor (GIST); Gastrointestinal Tumor; Giant Cell Tumor Of Bone; Glioblastoma Multiforme (GBM); Head And Neck Cancer Squamous Cell Carcinoma; Hepatocellular Carcinoma; High-Grade Glioma; Liposarcoma ; Malignant Pleural Mesothelioma; Metastatic Colorectal Cancer; Metastatic Hepatocellular Carcinoma (HCC); Metastatic Transitional (Urothelial) Tract Cancer; Neuroendocrine Gastroenteropancreatic Tumors (GEP-NET); Osteosarcoma; Peripheral T-Cell Lymphomas (PTCL); Peritoneal Cancer; Primitive Neuroectodermal Tumor (PNET); Recurrent Glioblastoma Multiforme (GBM); Small-Cell Lung Cancer; Squamous Non-Small Cell Lung Cancer; Thymic Carcinoma; Thyroid Cancer; Triple-Negative Breast Cancer (TNBC),Phase II,China
anlotinib hydrochloride,,,Advenchen Laboratories LLC,Oncology, Metastatic Ovarian Cancer; Metastatic Pancreatic Cancer; Nasopharyngeal Cancer; Non-Small Cell Lung Cancer; Small-Cell Lung Cancer; Soft Tissue Sarcoma; Solid Tumor,Phase II,Global
anlotinib hydrochloride,,,Chia Tai Tianqing Pharmaceutical Group Co Ltd,Oncology, Metastatic Colorectal Cancer,Phase II,Global
anlotinib hydrochloride,,,Chia Tai Tianqing Pharmaceutical Group Co Ltd.,Oncology, Fallopian Tube Cancer,Phase II,China
anlotinib hydrochloride,,,Advenchen Laboratories LLC,Oncology, Human Epidermal Growth Factor Receptor 2 Negative Breast Cancer (HER2- Breast Cancer),Phase I,China
anlotinib hydrochloride,,,Jiangsu Chia-tai Tianqing Pharmaceutical Co Ltd,Oncology, Bladder Cancer; Cervical Cancer; Diffuse Large B-Cell Lymphoma; Hepatocellular Carcinoma; Metastatic Transitional (Urothelial) Tract Cancer; Nasopharyngeal Cancer; Neuroblastoma; Non-Small Cell Lung Cancer; Pleomorphic Liposarcoma; Renal Cell Carcinoma; Solid Tumor; Ureter Cancer; Urethral Cancer,Phase I,China
anlotinib hydrochloride,,,Advenchen Laboratories LLC,Oncology, Adenocarcinoma; Squamous Cell Carcinoma; Transitional Cell Carcinoma (Urothelial Cell Carcinoma),Inactive,Global
anlotinib hydrochloride,,,Advenchen Laboratories LLC,Oncology, Colon Cancer,Inactive,United States
anlotinib hydrochloride,,,Jiangsu Chia-tai Tianqing Pharmaceutical Co Ltd,Oncology, Adipocytic Sarcoma; Fibrosarcoma; Leiomyosarcoma; Malignant Fibrous Histiocytoma; Synovial Sarcoma,Inactive,China
apatinib mesylate,apatinib mesylate,Aitan,Jiangsu Hengrui Medicine Co Ltd,Oncology, Gastric Cancer; Hepatocellular Carcinoma,Marketed,China
apatinib mesylate,apatinib mesylate,,HLB Life Science Co Ltd,Oncology, Adenocarcinoma Of The Gastroesophageal Junction; Gastric Cancer,Phase III,EU; Japan; South Korea; Taiwan; United States
apatinib mesylate,apatinib mesylate,,Jiangsu Hengrui Medicine Co Ltd,Oncology, Bile Duct Cancer (Cholangiocarcinoma) ; Colorectal Cancer; Epithelial Ovarian Cancer; Fallopian Tube Cancer; Hepatocellular Carcinoma; Non-Small Cell Lung Cancer; Peritoneal Cancer; Thyroid Cancer,Phase III,China
apatinib mesylate,apatinib mesylate,,HLB Life Science Co Ltd,Oncology, Hepatocellular Carcinoma,Phase III,Global
apatinib mesylate,apatinib mesylate,,HLB Life Science Co Ltd,Oncology, Metastatic Colorectal Cancer,Phase II,Global
apatinib mesylate,apatinib mesylate,,Jiangsu Hengrui Medicine Co Ltd,Oncology, Adenocarcinoma Of The Gastroesophageal Junction; Angiosarcoma; Bile Duct Cancer (Cholangiocarcinoma) ; Cervical Cancer; Colon Cancer; Endometrial Cancer; Epithelial Ovarian Cancer; Esophageal Squamous Cell Carcinoma (ESCC); Ewing Sarcoma; Fibrosarcoma; Gallbladder Cancer; Gastric Cancer; Gastroesophageal (GE) Junction Carcinomas; Head And Neck Cancer Squamous Cell Carcinoma; Hepatocellular Carcinoma; High-Grade Glioma; Leiomyosarcoma; Liposarcoma ; Lung Adenocarcinoma; Melanoma; Metastatic Biliary Tract Cancer; Metastatic Breast Cancer; Metastatic Colorectal Cancer; Metastatic Renal Cell Carcinoma; Nasopharyngeal Cancer; Neuroendocrine Tumors; Non-Small Cell Lung Cancer; Osteosarcoma; Recurrent Glioblastoma Multiforme (GBM); Rhabdomyosarcoma; Sarcomas; Small-Cell Lung Cancer; Soft Tissue Sarcoma; Solid Tumor; Synovial Sarcoma; Thymoma (Thymic Epithelial Tumor); Thyroid Cancer; Triple-Negative Breast Cancer (TNBC),Phase II,China
apatinib mesylate,apatinib mesylate,,Elevar Therapeutics Inc,Oncology, Metastatic Colorectal Cancer,Phase II,Global
apatinib mesylate,apatinib mesylate,,Jiangsu Hengrui Medicine Co Ltd,Infectious Disease, Epstein–Barr Virus (HHV-4) Infections,Phase II,China
apatinib mesylate,apatinib mesylate,,Jiangsu Hengrui Medicine Co Ltd,Toxicology, Radiation Injury,Phase II,China
apatinib mesylate,apatinib mesylate,,Advenchen Laboratories LLC,Oncology, Adenocarcinoma Of The Gastroesophageal Junction; Gastric Cancer; Metastatic Pancreatic Cancer; Recurrent Glioblastoma Multiforme (GBM); Triple-Negative Breast Cancer (TNBC),Phase II,Global
apatinib mesylate,apatinib mesylate,,HLB Life Science Co Ltd,Oncology, Adenoid Cystic Carcinoma (ACC),Phase II,United States
apatinib mesylate,apatinib mesylate,,HLB Life Science Co Ltd,Oncology, Adenocarcinoma Of The Gastroesophageal Junction; Angiosarcoma; Breast Cancer; Leiomyosarcoma; Melanoma; Non-Small Cell Lung Cancer; Renal Cell Carcinoma; Synovial Sarcoma,Phase I,Global
apatinib mesylate,apatinib mesylate,,Jiangsu Hengrui Medicine Co Ltd,Oncology, Choriocarcinoma (Gestational Trophoblastic Neoplasia); Epithelial Ovarian Cancer; Fallopian Tube Cancer; Follicular Thyroid Cancer; Gastric Cancer; High-Grade Glioma; Medullary Thyroid Cancer; Neuroblastoma; Neuroendocrine Gastroenteropancreatic Tumors (GEP-NET); Papillary Thyroid Cancer; Peritoneal Cancer,Phase I,China
apatinib mesylate,apatinib mesylate,,Advenchen Laboratories LLC,Oncology, Anaplastic Large Cell Lymphoma (ALCL); Angioimmunoblastic T-Cell Lymphoma (AITL)/Immunoblastic Lymphadenopathy; Gastroesophageal (GE) Junction Carcinomas; Hepatocellular Carcinoma; Peripheral T-Cell Lymphomas (PTCL); T-Cell Lymphomas,Phase I,Global
apatinib mesylate,apatinib mesylate,,Bukwang Pharmaceutical Co Ltd,Oncology, Colorectal Cancer; Gastrointestinal Stromal Tumor (GIST); Non-Small Cell Lung Cancer; Renal Cell Carcinoma; Triple-Negative Breast Cancer (TNBC),Inactive,South Korea
apatinib mesylate,apatinib mesylate,,Jiangsu Hengrui Medicine Co Ltd,Oncology, Adenocarcinoma; Gastric Cancer; Non-Small Cell Lung Cancer,Inactive,China
apatinib mesylate,apatinib mesylate,,HLB Life Science Co Ltd,Oncology, Metastatic Colorectal Cancer; Transitional Cell Carcinoma (Urothelial Cell Carcinoma),Inactive,Global
apatinib mesylate,apatinib mesylate,,Elevar Therapeutics Inc,Oncology, Hepatocellular Carcinoma,Inactive,United States
axitinib,axitinib,Axitinib,Shandong New Time Pharmaceutical Co Ltd,Oncology, Metastatic Renal Cell Carcinoma,Marketed,China
axitinib,axitinib,Axinib,AMPS Biotech Pvt Ltd,Oncology, Metastatic Renal Cell Carcinoma,Marketed,India
bevacizumab biosimilar,,Versavo,Dr. Reddy's Laboratories Ltd,Oncology, Cervical Cancer; Epithelial Ovarian Cancer; Fallopian Tube Cancer; Metastatic Breast Cancer; Metastatic Colorectal Cancer; Metastatic Renal Cell Carcinoma; Non-Small Cell Lung Cancer; Peritoneal Cancer; Recurrent Glioblastoma Multiforme (GBM),Marketed,India
bevacizumab biosimilar,,,Dr. Reddy's Laboratories Ltd,Oncology, Cervical Cancer; Epithelial Ovarian Cancer; Fallopian Tube Cancer; Metastatic Breast Cancer; Metastatic Colorectal Cancer; Metastatic Renal Cell Carcinoma; Non-Small Cell Lung Cancer; Peritoneal Cancer; Recurrent Glioblastoma Multiforme (GBM),Inactive,EU; United States
bevacizumab biosimilar,,Boyounuo,Shandong Boan Biotechnology Co Ltd,Oncology, Cervical Cancer; Epithelial Ovarian Cancer; Fallopian Tube Cancer; Hepatocellular Carcinoma; Metastatic Colorectal Cancer; Non-Small Cell Lung Cancer; Peritoneal Cancer; Recurrent Glioblastoma Multiforme (GBM),Marketed,China
bevacizumab biosimilar,,Bevaciptin,Cipla Australia Pty Ltd,Oncology, Cervical Cancer; Epithelial Ovarian Cancer; Fallopian Tube Cancer; Glioblastoma Multiforme (GBM); Metastatic Breast Cancer; Metastatic Colorectal Cancer; Metastatic Renal Cell Carcinoma; Non-Small Cell Lung Cancer; Peritoneal Cancer,Marketed,Australia
bevacizumab biosimilar,,Bevacip,Cipla Australia Pty Ltd,Oncology, Cervical Cancer; Epithelial Ovarian Cancer; Fallopian Tube Cancer; Glioblastoma Multiforme (GBM); Metastatic Breast Cancer; Metastatic Colorectal Cancer; Metastatic Renal Cell Carcinoma; Non-Small Cell Lung Cancer; Peritoneal Cancer,Marketed,Australia
bevacizumab biosimilar,,Ankada,Qilu Pharmaceutical Co Ltd,Oncology, Cervical Cancer; Glioma; Kidney Cancer (Renal Cell Cancer); Metastatic Colorectal Cancer; Non-Small Cell Lung Cancer; Ovarian Cancer,Marketed,China
bevacizumab biosimilar,,Avegra,Biocad,Oncology, Cervical Cancer; Colorectal Cancer; Fallopian Tube Cancer; Glioblastoma Multiforme (GBM); Kidney Cancer (Renal Cell Cancer); Lung Cancer; Mammary Ductal Carcinoma; Metastatic Renal Cell Carcinoma; Non-Small Cell Lung Cancer; Peritoneal Cancer,Marketed,Russia
bevacizumab biosimilar,,,Biocad,Oncology, Non-Small Cell Lung Cancer,Phase III,India
bevacizumab biosimilar,,,Biocad,Oncology, Colorectal Cancer; Non-Small Cell Lung Cancer,Preclinical,China
bevacizumab biosimilar,,,Biocad,Ophthalmology, Wet (Neovascular / Exudative) Macular Degeneration,Inactive,Global
bevacizumab biosimilar,,Advamab,Alkem Laboratories Ltd,Oncology, Colorectal Cancer; Ovarian Cancer,Marketed,India
bevacizumab biosimilar,,Bevacizumab,Betta Pharmaceuticals Co Ltd,Oncology, Metastatic Colorectal Cancer; Non-Small Cell Lung Cancer,Marketed,China
bevacizumab biosimilar,,,Beijing Mabworks Biotech Co Ltd,Oncology, Unspecified Cancer,Inactive,China
bevacizumab biosimilar,,,Beijing Mabworks Biotech Co Ltd,Oncology, Ovarian Cancer,Inactive,Global
bevacizumab biosimilar,,Bevatas ,Intas Pharmaceuticals Ltd,Oncology, Cervical Cancer; Colorectal Cancer; Lung Cancer; Ovarian Cancer; Recurrent Glioblastoma Multiforme (GBM),Marketed,India
bevacizumab biosimilar,,Hanbeitai,Shanghai Henlius Biotech Inc,Oncology, Metastatic Colorectal Cancer; Non-Small Cell Lung Cancer,Marketed,China
bevacizumab biosimilar,,,Shanghai Henlius Biotech Inc,Oncology, Hepatocellular Carcinoma; Recurrent Glioblastoma Multiforme (GBM),Pre-Registration,China
bevacizumab biosimilar,,,Essex Bio-Technology Ltd,Ophthalmology, Wet (Neovascular / Exudative) Macular Degeneration,Phase III,Australia; China; EU; Global
bevacizumab biosimilar,,,Essex Bio-Technology Ltd,Ophthalmology, Wet (Neovascular / Exudative) Macular Degeneration,Phase II,Spain; United States
bevacizumab biosimilar,,,Shanghai Henlius Biotech Inc,Oncology, Metastatic Hepatocellular Carcinoma (HCC),Phase II,Global
bevacizumab biosimilar,,,Shanghai Henlius Biotech Inc,Oncology, Solid Tumor,Phase I,China
bevacizumab biosimilar,,,Essex Bio-Technology Ltd,Ophthalmology, Wet (Neovascular / Exudative) Macular Degeneration,Phase I,Singapore
bevacizumab biosimilar,,,Shanghai Henlius Biotech Inc,Oncology, Hepatocellular Carcinoma,Phase I,Global
bevacizumab biosimilar,,,Essex Bio-Technology Ltd,Metabolic Disorders, Diabetic Retinopathy,IND/CTA Filed,China
bevacizumab biosimilar,,Aybintio,Samsung Bioepis Co Ltd,Oncology, Metastatic Colorectal Cancer; Non-Small Cell Lung Cancer,Marketed,Austria; Belgium; Canada; Denmark
bevacizumab biosimilar,,Aybintio,Merck Sharp & Dohme de Espana SAU,Oncology, Cervical Cancer; Epithelial Ovarian Cancer; Fallopian Tube Cancer; Metastatic Breast Cancer; Metastatic Colorectal Cancer; Metastatic Renal Cell Carcinoma; Non-Small Cell Lung Cancer; Peritoneal Cancer,Marketed,Spain
bevacizumab biosimilar,,Aybintio,Samsung Bioepis UK Ltd,Oncology, Cervical Cancer; Colorectal Cancer; Epithelial Ovarian Cancer; Fallopian Tube Cancer; Metastatic Breast Cancer; Metastatic Renal Cell Carcinoma; Non-Small Cell Lung Cancer; Peritoneal Cancer,Marketed,Denmark
bevacizumab biosimilar,,Aybintio,Merck Sharp & Dohme GmbH,Oncology, Cervical Cancer; Epithelial Ovarian Cancer; Fallopian Tube Cancer; Metastatic Breast Cancer; Metastatic Colorectal Cancer; Metastatic Renal Cell Carcinoma; Non-Small Cell Lung Cancer; Peritoneal Cancer,Marketed,Germany
bevacizumab biosimilar,,Aybintio,MSD Italia SRL,Oncology, Cervical Cancer; Epithelial Ovarian Cancer; Fallopian Tube Cancer; Metastatic Breast Cancer; Metastatic Colorectal Cancer; Metastatic Renal Cell Carcinoma; Non-Small Cell Lung Cancer; Peritoneal Cancer,Marketed,Italy
bevacizumab biosimilar,,Aybintio,Organon Pharma (UK) Ltd,Oncology, Cervical Cancer; Epithelial Ovarian Cancer; Fallopian Tube Cancer; Metastatic Breast Cancer; Metastatic Colorectal Cancer; Metastatic Renal Cell Carcinoma; Non-Small Cell Lung Cancer; Peritoneal Cancer,Marketed,United Kingdom
bevacizumab biosimilar,,Aybintio,Biogen Idec Ltd,Oncology, Cervical Cancer; Epithelial Ovarian Cancer; Fallopian Tube Cancer; Metastatic Breast Cancer; Metastatic Colorectal Cancer; Metastatic Renal Cell Carcinoma; Non-Small Cell Lung Cancer; Peritoneal Cancer,Marketed,EU
bevacizumab biosimilar,,Aybintio,MSD France,Oncology, Cervical Cancer; Epithelial Ovarian Cancer; Fallopian Tube Cancer; Metastatic Breast Cancer; Metastatic Colorectal Cancer; Metastatic Renal Cell Carcinoma; Non-Small Cell Lung Cancer; Peritoneal Cancer,Marketed,France
bevacizumab biosimilar,,Onbevzi,Samsung Bioepis UK Ltd,Oncology, Cervical Cancer; Colorectal Cancer; Epithelial Ovarian Cancer; Fallopian Tube Cancer; Metastatic Breast Cancer; Metastatic Renal Cell Carcinoma; Non-Small Cell Lung Cancer; Peritoneal Cancer,Marketed,Austria; Belgium; EU; France; Germany; Italy; Spain; United Kingdom
bevacizumab biosimilar,,Aybintio,Samsung Bioepis Co Ltd,Oncology, Malignant Glioma,Marketed,Canada
bevacizumab biosimilar,,Onbevzi,Samsung Bioepis Co Ltd,Oncology, Cervical Cancer; Epithelial Ovarian Cancer; Fallopian Tube Cancer; Metastatic Breast Cancer; Metastatic Colorectal Cancer; Metastatic Renal Cell Carcinoma; Non-Small Cell Lung Cancer; Peritoneal Cancer,Marketed,South Korea
bevacizumab biosimilar,,Aybintio,Samsung Bioepis Co Ltd,Oncology, Cervical Cancer; Epithelial Ovarian Cancer; Fallopian Tube Cancer; Metastatic Breast Cancer; Metastatic Renal Cell Carcinoma; Peritoneal Cancer,Marketed,Austria; Belgium; Denmark
bevacizumab biosimilar,,,Samsung Bioepis Co Ltd,Oncology, Metastatic Colorectal Cancer,Inactive,China
bevacizumab biosimilar,,,Samsung Bioepis Co Ltd,Oncology, Non-Small Cell Lung Cancer,Inactive,China; United States
